ethnicity,lgr,sex,agegrp,qualification,occupation,hours,income
1,3,2,15,2,10,0,0
1,2,1,35,4,1,40,1688
12,2,2,35,3,2,44,2686
1,4,2,55,2,5,36,715
2,11,2,15,5,10,0,563
1,6,1,25,3,10,0,669
1,2,2,15,2,10,0,0
2,12,2,40,3,4,35,1318
1,10,1,35,5,4,0,1931
1,8,2,60,5,10,0,0
1,10,2,60,4,6,37,881
1,10,1,50,2,1,0,3145
1,4,1,60,4,1,48,2160
4,2,2,20,3,2,0,2975
1,8,2,40,4,10,0,297
1,3,2,40,2,2,40,1105
4,3,1,65,1,10,0,416
1,3,1,40,3,3,50,1275
4,2,1,45,4,5,47.5,2709
12,8,2,55,1,5,40,1688
1,8,2,55,3,1,0,516
3,5,2,20,1,10,0,362
2,3,1,55,3,8,60,1769
1,9,1,55,2,1,0,-211
1,10,2,40,5,4,5,180
1,3,2,25,3,10,0,456
1,12,1,35,3,10,0,271
6,2,2,65,2,4,0,279
4,8,2,30,2,5,30,641
2,4,2,25,1,10,0,531
1,3,2,40,1,10,0,0
9,10,2,25,4,1,20,483
1,10,2,45,3,4,0,495
1,10,2,40,3,10,0,579
1,2,2,65,4,10,0,106
1,2,2,55,1,10,0,457
1,2,1,25,2,3,40,647
1,3,2,40,4,2,35,1001
1,7,2,15,3,10,0,0
1,11,2,40,3,4,40,483
1,8,1,45,1,1,0,1477
1,3,2,50,4,2,26.5,764
1,9,1,15,2,8,40,504
1,1,1,50,3,1,43,2032
1,11,1,65,3,10,0,423
1,9,1,30,1,8,0,667
23,4,1,25,3,2,40,744
1,4,2,65,2,10,0,502
1,7,1,30,2,7,40,658
1,2,2,50,4,6,16,756
4,2,1,25,2,1,45,1631
1,8,2,45,2,1,0,844
1,2,2,65,1,10,0,271
1,10,1,20,3,5,47.5,1336
1,3,1,65,4,10,0,402
1,2,2,40,3,4,17,309
13,10,2,15,1,10,0,0
4,2,1,15,2,10,0,150
4,8,2,50,2,4,40,563
1,4,1,25,5,4,40,692
1,2,2,20,2,4,0,477
1,8,2,55,2,10,0,362
1,4,1,15,1,10,0,0
1,9,1,35,3,3,40,765
6,5,1,45,4,2,40,1364
4,2,1,35,2,1,37,704
1,10,1,55,1,10,0,558
12,2,2,30,2,7,40,360
4,2,1,35,4,2,37.5,1257
1,8,2,15,2,10,0,0
4,2,2,65,4,10,0,418
1,11,1,65,3,10,0,402
12,12,1,55,3,3,40,776
1,10,1,50,1,1,40,983
6,11,2,25,3,10,0,271
1,3,1,20,2,6,33.5,526
1,2,1,30,4,4,33,356
1,3,2,25,4,2,40,629
4,2,2,15,2,10,0,0
1,2,1,60,4,10,0,301
4,2,2,25,1,10,0,222
9,2,2,35,4,2,16,633
2,3,2,20,3,10,0,0
1,3,1,60,1,2,4,1519
1,4,2,55,3,5,54,3080
1,2,1,20,1,10,0,0
1,7,2,65,3,8,37,613
1,5,2,30,2,5,32.5,754
1,2,1,30,3,3,20,330
1,8,2,65,2,3,40,949
1,8,2,40,3,5,35,501
1,7,2,55,1,5,45,990
1,11,1,35,4,2,46,1121
1,10,2,55,2,5,35,473
1,2,1,45,4,1,42,2163
1,2,2,20,3,2,34.5,870
12,7,1,35,1,5,40.5,1381
1,2,1,60,3,3,0,2743
5,11,2,35,3,6,40,1034
1,1,1,50,3,3,40,945
2,5,1,25,1,3,20,234
1,4,2,65,2,6,37,476
3,2,2,20,3,10,0,252
1,4,1,25,3,3,40,844
1,5,2,50,3,4,35,616
1,4,1,15,3,10,0,0
2,5,2,15,2,10,0,0
2,11,2,15,1,10,0,0
1,5,2,15,2,10,0,0
1,2,2,25,4,5,0,345
2,1,2,15,1,10,0,0
12,5,2,15,2,6,39.5,627
1,2,2,45,3,10,0,525
4,2,1,20,3,10,0,-413
1,4,2,15,1,2,0,612
1,5,1,30,3,8,40,770
1,12,1,45,3,10,0,0
1,11,1,20,2,7,33,933
1,10,2,20,3,5,12,185
6,6,1,60,1,8,45,4829
14,10,2,25,3,6,0,568
1,11,1,35,3,6,40,1440
1,1,1,20,1,8,37,794
1,2,2,30,3,5,12,198
1,10,2,15,3,10,0,324
4,2,1,45,2,1,43.5,1423
2,10,1,50,1,10,0,252
1,3,2,65,5,10,0,218
1,9,2,45,5,3,30,1166
1,11,2,65,2,10,0,274
4,2,2,35,4,2,9,379
4,5,2,35,3,10,0,353
1,2,1,30,3,5,40,668
1,2,1,55,4,1,55,3054
12,6,2,40,1,8,15,3193
4,2,1,40,3,2,47.5,2220
2,8,2,35,3,10,0,535
1,10,2,20,1,10,0,543
4,8,2,20,5,8,20,286
1,10,1,35,1,10,0,0
1,3,1,35,2,10,0,252
3,2,2,25,1,10,0,0
1,12,1,30,2,8,40,526
1,5,2,20,3,10,0,274
12,2,1,50,2,4,37,596
1,10,1,60,2,1,44,590
1,6,2,55,2,10,0,283
1,8,1,60,4,10,0,505
1,10,2,25,4,2,37.5,927
1,3,1,65,3,10,0,624
2,3,2,35,3,10,0,0
1,8,2,45,2,5,40,833
1,9,1,25,1,1,24,714
6,5,1,15,1,10,0,539
3,2,1,60,1,8,40,633
1,2,2,20,3,4,4,51
1,3,1,25,3,1,40,1194
1,2,1,20,2,8,40,886
12,2,2,20,2,2,44,555
12,6,1,30,3,7,0,1256
1,2,2,50,1,10,0,431
12,10,2,15,1,10,0,0
2,8,1,15,2,10,0,0
1,8,1,35,3,3,40.5,509
2,6,1,20,3,10,0,0
1,8,2,50,2,5,37,1139
1,3,1,65,5,10,0,0
1,2,1,65,3,10,0,428
1,9,1,55,2,10,0,347
1,2,1,45,3,1,0,635
1,8,1,45,2,8,50,991
3,4,1,45,4,2,37,1442
5,6,1,45,4,4,25,759
1,10,1,30,2,7,50,1027
1,11,2,60,2,10,0,0
1,10,1,55,5,1,45,1455
1,10,1,55,3,2,0,-4
16,1,1,65,2,10,0,278
1,12,2,45,4,6,30,727
12,2,1,60,1,8,0,362
1,8,2,50,2,8,30,754
4,7,2,40,1,10,0,126
1,2,2,25,4,10,0,3
1,3,2,50,3,7,12,163
1,2,1,25,3,6,40,837
1,10,1,40,1,10,0,256
1,6,2,55,4,10,0,344
1,2,1,35,2,2,42,3158
1,8,1,35,3,4,40,1034
1,5,2,50,1,3,40,612
1,3,2,65,1,10,0,582
1,5,2,55,1,10,0,342
1,2,2,25,5,2,37,888
1,2,1,40,1,3,40,759
1,10,2,55,3,2,61,1714
1,4,2,25,2,6,42,680
1,3,2,15,2,10,0,0
3,2,1,35,1,10,0,717
2,4,2,50,3,2,40,1016
1,3,1,40,2,1,55,649
4,2,2,35,4,5,40,770
23,2,1,15,2,10,0,0
4,5,1,35,3,1,48,1397
4,2,2,15,2,10,0,0
1,8,2,35,2,10,0,406
1,11,2,30,4,4,10,417
1,2,1,15,2,10,0,0
1,2,1,60,3,3,0,1484
1,7,2,20,4,2,40,1628
2,3,2,20,2,6,37.5,518
1,8,2,35,4,2,50,4345
1,5,1,25,3,2,40,1109
1,4,1,50,5,1,60,2080
2,7,2,55,2,2,0,250
1,4,2,30,3,2,37.5,923
1,1,2,65,2,3,10,220
1,3,2,65,1,10,0,380
1,1,1,55,2,1,0,530
2,1,1,55,1,10,0,353
1,10,2,45,4,2,40,1726
12,5,1,35,4,2,20,777
1,12,1,45,1,10,0,0
1,2,1,50,4,5,40,1044
12,1,2,40,3,10,0,271
12,10,1,30,3,4,0,352
2,7,2,30,3,8,0,126
1,10,2,50,3,5,60,1980
1,2,1,35,4,2,40,902
1,8,2,35,4,10,0,462
1,11,1,45,1,10,0,238
1,3,2,65,4,8,40,660
1,2,2,65,5,10,0,0
1,2,1,50,4,10,0,0
1,8,2,65,4,10,0,1003
1,9,2,65,1,10,0,305
4,2,2,35,3,8,8,323
1,2,2,20,2,10,0,282
1,2,1,45,1,4,44,983
6,11,2,25,3,4,24,466
1,2,1,50,2,8,40,495
12,2,2,15,1,6,40,593
1,10,2,15,2,10,0,0
1,9,2,20,4,8,41,819
1,2,2,60,2,10,0,384
14,2,2,50,4,2,32,963
12,4,1,20,2,2,30,351
1,7,1,50,1,5,40,1082
1,10,2,20,4,2,0,1044
2,3,1,30,3,10,0,651
1,7,2,15,2,10,0,193
1,2,1,60,4,2,40,3913
1,8,1,55,4,2,43,1936
6,11,1,40,2,8,40,633
1,12,2,45,2,5,40,1290
4,2,2,25,4,2,40,520
1,10,1,40,2,1,45,988
2,2,1,40,3,8,15,7655
1,8,1,55,2,6,0,241
1,9,1,25,3,6,48,542
1,10,2,40,2,1,0,954
6,8,2,35,2,2,19,1002
1,8,2,25,4,2,30,523
1,2,1,35,4,5,40,828
1,10,2,65,3,10,0,353
1,9,1,35,3,8,50,919
3,2,2,30,2,10,0,317
1,2,2,20,2,10,0,550
1,5,2,65,1,10,0,272
1,8,2,25,3,4,25,303
4,10,2,40,2,10,0,0
1,8,2,65,3,10,0,4622
1,5,2,65,3,10,0,271
5,8,1,15,2,2,35,891
1,10,2,20,3,5,42.5,735
1,7,2,15,2,10,0,0
1,10,2,15,2,10,0,0
1,10,1,55,4,2,60,1079
1,6,1,30,1,8,31,948
1,3,2,65,5,7,46,1036
3,2,2,50,3,10,0,477
1,2,1,65,4,6,0,2049
1,10,1,50,2,10,0,428
1,7,1,40,4,1,42,1210
1,11,2,20,3,6,50,615
1,2,2,15,1,8,37.5,1177
1,2,2,55,4,2,36,1746
1,8,1,65,2,10,0,1461
3,2,1,30,1,3,40,2909
12,7,2,40,3,10,0,550
1,8,2,25,4,10,0,1055
1,10,1,25,3,1,40,1199
1,2,1,60,5,10,0,231
1,3,1,30,3,1,44,641
1,2,1,45,3,4,50,1106
1,2,1,20,3,3,40,671
1,10,2,65,2,6,45,1045
1,11,2,45,3,4,0,382
1,2,2,45,4,10,0,409
1,2,2,20,2,10,0,270
1,1,2,25,4,2,24,686
1,2,2,30,3,2,40,1261
1,4,1,65,3,10,0,375
1,2,2,45,3,4,32,392
1,1,2,60,2,5,27,1179
1,1,2,20,4,1,36,628
1,2,1,25,3,10,0,0
4,2,1,25,3,1,45,1133
2,1,2,40,1,4,40,716
1,10,2,60,1,10,0,280
1,6,1,25,4,2,25,720
1,1,2,25,4,2,20,1249
1,10,1,55,3,3,0,1276
1,9,2,40,5,1,37,1099
1,11,2,55,3,10,0,218
1,2,2,65,5,10,0,0
1,4,1,30,3,2,45,613
1,10,1,45,5,8,40,919
1,11,2,60,1,8,20,278
3,2,2,55,5,4,33,401
4,10,2,30,1,5,45,1079
1,2,1,30,3,7,36,960
4,2,2,40,4,10,0,91
1,8,2,15,2,10,0,0
1,2,2,65,2,1,40,657
16,10,1,60,5,6,0,1726
1,7,2,60,2,3,24,497
2,2,1,45,1,1,42,1194
1,2,1,55,1,1,46,1318
1,8,1,30,2,6,36,954
1,9,1,30,5,1,45,957
1,4,2,30,5,1,13,330
1,12,1,25,4,2,0,759
4,3,1,20,2,10,0,187
1,2,1,40,4,2,0,958
1,4,1,55,1,1,8,-49
1,8,1,35,3,8,40,612
1,8,2,50,2,3,35,1228
1,7,1,45,3,10,0,351
13,2,1,20,3,8,26,372
12,7,2,50,2,10,0,351
1,9,2,25,3,10,0,527
1,8,1,15,2,10,0,0
1,4,2,45,2,5,18,622
1,6,2,20,4,2,30,405
1,9,2,35,4,8,50,1387
1,7,2,55,1,1,46,883
1,3,2,40,3,2,30,810
1,8,2,20,2,1,40,1333
1,10,1,65,1,10,0,26
1,3,1,25,1,10,0,401
1,8,1,65,1,10,0,0
1,3,1,20,3,10,0,167
1,7,2,50,3,2,10,252
1,10,1,35,3,3,40,1036
1,2,1,20,2,7,55,675
1,1,2,30,4,1,0,259
1,8,1,35,1,1,45,2532
1,2,2,15,1,4,50,660
1,9,2,60,3,2,30,1551
1,8,2,55,5,5,0,854
2,1,2,60,3,5,0,353
1,10,1,40,1,8,7,162
4,2,1,15,1,10,0,0
2,3,2,65,1,7,35,1543
1,2,1,65,1,10,0,736
1,4,2,25,3,6,32,728
3,2,1,20,1,2,40,720
1,2,2,65,1,10,0,324
4,2,1,15,2,10,0,431
1,2,1,55,3,10,0,0
1,10,1,45,1,4,40,715
13,10,1,35,4,6,40,572
2,6,2,60,2,4,40,811
1,8,2,20,2,5,0,169
1,3,1,30,3,3,0,-211
12,2,1,15,2,10,0,0
2,3,2,30,3,4,20,249
4,10,2,35,3,10,0,2849
1,11,2,20,2,10,0,713
3,2,2,35,2,2,2,333
1,10,2,40,1,4,0,9
1,2,2,50,2,5,42.5,839
4,8,2,35,5,8,7.5,316
1,10,1,60,3,3,50,1170
12,2,2,20,3,10,0,1245
4,2,2,15,1,6,0,-52
1,2,2,20,2,5,0,345
2,1,2,60,4,2,37.5,1418
2,2,2,30,2,4,35,819
1,7,2,55,1,6,3,147
3,2,1,60,5,7,0,96
1,7,1,60,1,4,47.5,1150
1,7,1,45,3,4,40,967
1,11,1,25,2,10,0,405
1,3,1,20,2,7,38,627
1,9,1,60,1,1,50,1152
1,8,1,45,2,8,44.5,672
1,3,1,55,3,2,0,1036
1,10,2,65,3,10,0,548
1,6,1,65,3,10,0,364
1,9,2,50,1,4,55,1210
12,10,2,25,3,5,20,333
12,4,2,50,1,10,0,0
4,2,2,45,1,8,40,1297
1,8,1,65,4,10,0,361
1,5,1,65,4,10,0,30
6,11,1,20,3,1,6,97
4,2,1,30,4,10,0,0
1,10,1,25,2,10,0,268
1,2,1,25,3,1,37,794
2,7,1,20,3,7,48,539
1,2,2,30,3,3,40,605
1,3,1,35,4,1,0,423
1,2,1,40,3,1,50,1298
1,4,2,40,3,2,40,540
3,12,1,20,2,3,37,692
1,2,1,50,3,3,37,1115
2,4,2,30,4,6,25,495
4,2,1,35,5,10,0,0
2,4,1,30,3,7,40,1132
1,2,1,35,1,7,40,1260
1,10,1,45,4,2,40,1544
4,2,1,35,3,5,0,1381
1,10,2,60,5,6,0,0
1,10,1,50,4,10,0,332
1,11,1,45,3,1,44,1014
12,5,1,55,4,10,0,266
1,10,1,65,1,10,0,949
2,5,1,25,3,3,37,481
1,2,1,40,5,3,40,654
1,8,2,65,1,10,0,224
1,3,2,50,2,10,0,135
5,8,2,20,4,2,45,703
1,11,2,65,1,10,0,0
1,3,1,60,2,8,60,1040
1,8,1,45,2,5,50,847
1,10,1,15,2,10,0,0
1,11,2,40,4,2,35,1789
1,11,1,20,2,4,3,43
1,8,2,15,2,10,0,402
4,2,1,45,5,8,0,6
1,2,1,25,5,1,0,715
2,3,1,55,1,6,37.5,574
12,8,2,25,1,10,0,297
1,12,2,65,2,2,40,867
1,2,2,60,2,1,37,588
4,2,2,25,4,2,46.5,716
5,2,2,20,1,10,0,32
1,8,1,40,4,1,40,3629
1,8,2,65,2,3,45,990
1,7,2,45,2,8,71,1979
1,2,2,45,1,1,15,626
1,10,2,60,2,5,40,691
1,11,1,60,1,7,45,981
4,2,1,60,1,4,0,361
1,4,1,15,1,10,0,0
1,10,2,65,1,10,0,306
1,11,2,55,5,1,60,1600
1,7,2,40,3,4,8,123
1,9,1,65,3,10,0,410
1,7,2,50,2,1,0,478
4,4,1,40,2,3,40,830
1,6,2,65,1,10,0,398
4,12,2,25,2,6,40,918
12,8,1,30,3,1,40,1191
5,2,1,55,4,3,45,868
1,2,1,45,3,3,0,1233
1,6,1,45,3,3,40,919
4,2,2,55,2,5,40,967
1,2,1,60,4,2,0,2765
1,2,1,20,4,1,40,691
1,2,1,25,3,1,0,907
1,5,1,50,3,1,65,3245
1,11,1,65,1,10,0,336
1,3,1,55,1,8,40,572
1,8,2,20,3,3,40,684
1,4,2,40,2,5,16,612
1,10,1,60,3,8,2,85
1,7,2,45,2,8,30,479
2,5,1,25,1,3,0,117
1,3,1,65,1,10,0,286
1,3,2,50,4,1,30,4619
3,2,1,25,3,10,0,422
13,8,1,30,2,8,17.5,1016
1,3,2,65,4,3,40,1961
1,8,2,40,3,10,0,815
2,7,1,30,3,3,45,1055
6,10,1,65,3,10,0,0
1,2,2,30,4,10,0,315
12,10,2,30,3,5,8.5,355
1,3,1,30,3,5,37,1298
23,2,2,40,1,10,0,315
1,10,2,30,3,10,0,32
3,2,1,30,2,8,31,522
3,2,2,30,3,8,40,704
4,2,2,20,2,2,12,165
1,9,1,65,3,10,0,56
4,10,2,35,4,1,55,1373
1,10,1,20,2,10,0,132
1,2,2,65,1,10,0,270
1,5,2,40,3,5,0,-173
2,5,2,45,3,1,37.5,688
1,1,1,65,3,10,0,325
14,8,2,15,2,8,40,659
3,2,2,35,2,1,17,1096
1,6,2,15,1,10,0,0
1,10,2,40,2,1,47.5,609
1,7,1,20,1,1,44,2150
1,8,2,30,3,4,0,427
1,10,2,55,4,1,39,1069
4,10,1,60,1,1,0,1554
4,2,2,25,4,2,40,735
6,2,1,65,3,10,0,0
13,2,2,50,2,5,37,984
1,9,1,55,4,5,0,1885
1,4,2,65,1,10,0,0
1,10,2,55,1,10,0,265
2,3,1,60,3,6,45,1012
1,8,1,50,2,1,55,2320
1,7,1,45,1,3,40,805
12,1,1,15,2,10,0,216
1,2,2,65,1,8,37.5,494
1,11,2,55,3,8,14,204
12,2,1,50,1,10,0,863
4,2,1,25,4,3,48,386
12,2,1,60,1,1,0,381
1,9,1,15,2,10,0,0
1,10,1,15,1,10,0,0
1,10,1,65,2,4,40,1089
4,8,2,60,1,2,0,702
3,2,1,25,1,10,0,215
1,10,2,35,5,5,48,1402
1,2,2,15,1,10,0,282
1,8,1,65,1,10,0,0
1,5,1,30,1,3,40,864
4,9,2,30,1,5,25,647
1,8,2,65,1,5,1,46
1,10,1,65,1,10,0,467
4,2,2,15,2,10,0,0
12,8,1,15,2,10,0,189
1,3,2,65,5,10,0,0
4,2,1,35,4,2,40,1046
1,2,2,60,2,10,0,162
4,8,1,15,1,10,0,1266
1,8,2,50,4,10,0,-211
1,10,1,60,1,7,25,475
1,5,1,55,3,1,0,366
12,7,2,35,2,10,0,518
1,8,1,40,3,2,40,1822
4,2,2,35,3,8,26,492
1,10,1,50,2,10,0,248
1,8,1,45,1,10,0,552
1,11,1,65,3,10,0,302
1,4,1,65,1,10,0,306
1,5,2,60,1,10,0,324
1,2,1,30,2,3,50,1211
1,10,2,30,5,5,3,227
1,2,1,20,2,10,0,642
1,2,1,20,2,8,30,364
1,2,2,35,4,2,8,605
1,6,1,55,3,3,40,844
1,8,2,60,2,6,30.5,1072
12,8,1,15,2,10,0,0
1,3,2,45,3,3,41,711
1,4,2,40,2,10,0,331
1,2,1,35,4,2,10,1587
1,3,2,20,2,1,40,570
1,8,2,65,5,10,0,0
1,8,2,20,2,4,40,738
1,8,1,45,3,2,55,1139
1,7,2,60,4,2,5.5,120
2,4,1,55,1,10,0,0
1,9,2,50,3,5,40,1371
12,2,2,20,2,8,42,644
1,9,2,25,2,10,0,805
1,2,1,35,2,6,45,1485
1,2,1,65,1,10,0,332
1,8,1,50,4,1,10,4596
1,10,2,35,2,10,0,1106
1,10,1,60,4,2,42,580
2,12,2,55,2,10,0,300
1,10,1,55,3,8,45,725
1,10,2,15,2,10,0,0
12,5,1,40,1,10,0,226
12,10,2,40,3,8,40,724
1,5,2,65,3,7,40,540
4,2,1,35,3,10,0,493
12,4,1,30,3,10,0,0
1,2,1,45,3,3,52,1404
1,8,1,40,4,4,40,1605
1,4,2,65,2,10,0,305
1,2,2,45,2,2,28,1319
3,2,1,55,2,4,40,522
1,7,2,35,3,2,40,648
1,10,1,40,3,2,40,937
1,4,2,30,3,1,37.5,684
1,2,2,40,3,4,37.5,742
12,5,1,50,3,5,40,673
1,6,1,65,4,10,0,197
1,11,2,45,5,5,2,39
1,8,1,65,3,10,0,397
1,8,1,45,3,1,0,518
1,4,2,45,1,8,40,949
1,2,2,35,4,5,0,0
12,5,1,20,1,7,37.5,1320
1,2,1,45,2,3,40.5,756
1,10,1,60,5,2,0,1044
6,7,1,65,3,10,0,3
1,11,1,30,4,1,40,558
1,2,1,50,3,1,0,0
2,3,1,30,5,10,0,216
2,5,2,35,3,1,37.5,913
4,2,2,20,2,2,40,802
1,5,2,40,1,4,38,659
1,3,2,65,2,10,0,579
1,7,1,15,2,10,0,0
1,5,2,50,2,5,20,360
23,2,1,20,2,1,3.5,150
2,8,2,45,1,10,0,322
2,11,1,25,3,7,0,485
4,2,1,45,2,4,40,549
1,7,1,15,2,10,0,0
1,8,1,35,2,3,40,1468
1,10,2,50,4,2,36,370
1,10,1,25,3,1,72,1905
2,8,1,40,1,10,0,52
1,2,1,40,3,3,40,898
4,10,2,35,4,2,34,1135
2,2,1,65,3,10,0,0
1,9,2,50,2,1,36,1139
1,2,2,35,3,2,38,1338
1,2,2,60,3,4,19,3054
1,2,2,65,3,10,0,321
1,4,1,25,3,3,40,844
3,7,2,45,3,10,0,0
1,8,2,65,2,10,0,234
1,9,1,45,1,5,40,898
2,3,1,65,1,10,0,0
2,8,1,50,3,10,28,-5
1,2,2,25,5,6,32,387
1,9,2,45,5,2,40.5,606
1,11,2,55,2,1,16.5,327
1,11,1,15,2,6,42.5,555
1,3,2,45,3,2,37.5,1356
1,11,2,65,1,2,30,802
1,5,2,45,4,2,40,522
1,2,2,15,3,10,0,45
4,2,2,45,4,1,20,781
1,12,2,20,3,6,5,-169
1,10,2,60,1,3,42.5,683
2,1,2,45,4,1,40,1233
1,10,1,45,4,2,40,1353
1,9,1,40,3,1,66,1227
1,11,2,45,1,8,27,316
1,7,1,25,2,10,0,423
1,9,1,55,3,2,40,1653
4,2,1,65,4,10,0,291
3,2,2,30,3,10,0,332
12,5,2,15,2,6,8,312
1,9,1,15,2,10,0,0
12,10,1,15,2,10,0,0
1,8,2,55,4,10,0,-345
13,2,2,40,2,10,0,559
1,7,2,45,2,6,40,650
4,10,1,20,3,1,0,2934
1,11,2,45,2,5,32,562
1,2,2,40,4,2,42,2757
12,2,2,15,2,10,0,410
1,2,2,65,2,4,37,794
1,9,1,40,1,1,60,1151
1,3,2,65,3,6,15,477
1,8,2,65,1,10,0,463
1,7,2,40,2,5,50,1339
1,9,2,65,2,10,0,0
4,8,1,60,4,2,42,1545
4,2,2,35,3,6,0,518
1,1,2,40,3,4,30,407
1,11,2,35,3,2,47.5,2004
1,11,1,60,1,1,0,345
1,4,1,15,2,10,0,0
1,3,1,35,2,6,40,822
1,2,1,40,3,3,44,1016
1,2,1,40,2,10,0,278
1,6,1,65,1,10,0,0
1,2,1,40,5,1,0,633
2,4,2,55,3,10,0,18
4,2,2,45,4,2,37,667
12,2,2,15,2,3,7,88
1,2,2,20,1,1,18.5,224
4,11,2,40,5,2,16.5,627
1,2,1,55,4,1,0,3376
12,2,2,30,4,2,40,649
1,2,1,55,3,1,0,316
1,7,1,50,2,1,50,702
3,2,1,65,1,10,0,338
1,2,1,65,3,10,0,259
1,3,1,45,1,5,44,1768
1,9,1,60,1,3,45,842
1,6,1,65,3,1,0,132
4,2,2,55,2,2,37,813
1,2,2,50,1,5,12,512
1,5,2,45,5,1,24,977
1,2,2,55,3,4,0,322
1,2,1,65,1,10,0,0
1,9,1,35,3,2,41,584
2,2,2,60,1,2,48,1566
1,11,1,50,1,3,40,1408
4,2,2,35,4,2,45,1354
1,3,2,55,2,5,37.5,649
1,2,1,20,2,3,8,231
1,7,1,45,1,3,46.5,628
1,4,2,45,3,1,21,728
1,2,1,65,2,8,37.5,1556
1,3,1,20,2,8,30,356
1,7,2,65,1,10,0,428
3,2,1,65,1,10,0,162
1,10,2,20,4,10,0,0
1,2,2,15,2,3,40,576
1,10,2,60,4,7,40,592
1,8,2,50,3,2,0,1484
1,10,2,40,2,10,0,508
4,2,2,35,4,10,0,352
1,2,2,50,4,10,0,428
1,2,1,45,2,10,0,0
3,7,2,35,1,10,0,-345
4,8,1,65,4,6,40,864
1,9,1,40,3,1,50,1217
4,8,1,35,4,2,30,2099
3,2,2,65,1,10,0,710
1,10,1,50,4,1,55,1276
1,5,1,30,4,10,0,32
1,8,2,45,2,4,24,937
1,10,1,35,3,2,42.5,1100
12,10,1,40,3,1,45,1087
1,7,1,60,1,7,44,1160
5,7,2,50,3,4,38,724
1,9,2,60,1,10,0,559
2,5,1,15,2,10,0,536
1,10,2,60,3,10,0,3
1,10,2,30,3,10,0,139
1,3,1,25,5,1,0,-138
1,3,2,65,5,10,0,0
1,11,1,50,2,6,40,970
1,8,2,20,4,6,25,440
1,2,1,40,3,2,45,1813
1,2,2,35,4,2,60,1012
4,8,1,20,2,7,45,576
1,8,1,50,3,2,0,666
12,2,2,65,1,10,0,288
3,2,2,25,1,8,45,847
1,2,1,45,3,3,0,2110
1,2,2,20,5,5,40,468
1,2,1,30,3,1,40,829
1,10,2,45,2,5,54,1481
1,10,2,50,3,2,32,970
1,2,1,45,2,5,40,822
4,7,1,25,4,10,0,1555
1,1,2,15,2,7,40,720
1,2,1,60,4,10,0,354
1,8,1,35,3,3,40,648
2,3,2,20,2,5,6,54
1,10,1,65,2,10,0,251
1,10,1,30,1,1,47,876
34,2,2,25,2,5,3,270
1,9,1,25,2,5,36,833
1,7,2,55,2,4,10,197
1,10,1,55,3,2,0,660
1,9,2,65,2,10,0,603
1,12,1,25,4,2,40,1484
1,5,2,65,2,10,0,304
1,7,2,35,1,10,0,0
1,5,2,65,3,10,0,433
1,11,1,65,1,10,0,281
1,9,2,35,4,5,0,-4420
1,9,2,55,3,3,36.5,801
6,10,2,50,3,5,38,568
1,3,2,35,3,4,37,1657
1,10,1,50,4,10,0,252
1,9,2,20,2,4,40,522
1,11,1,50,3,1,46,633
1,2,1,40,4,1,0,1000
6,1,1,65,1,10,0,342
5,2,2,40,5,10,0,0
1,8,2,65,1,10,0,30
1,8,2,65,1,10,0,52
1,12,1,65,3,10,0,188
1,2,1,20,2,6,37,844
1,3,1,60,2,6,40,635
1,10,2,65,3,10,0,266
4,2,2,30,4,2,37.5,1097
6,2,1,65,3,8,39,524
1,9,2,30,3,2,34,837
1,9,2,40,4,2,16.5,4051
2,2,1,45,4,10,0,403
1,6,1,20,2,8,47.5,1200
1,10,2,15,1,10,0,0
2,3,2,35,1,10,0,304
1,11,1,60,3,10,0,258
1,2,2,45,3,1,32,1608
2,1,2,45,1,5,36,596
1,8,2,50,1,8,37.5,825
4,10,1,50,3,8,0,359
1,4,2,50,3,1,40,1076
1,8,2,65,2,10,0,162
1,8,1,15,2,1,1,14
1,3,2,55,2,5,37.5,1110
1,1,2,15,2,3,32,634
1,11,2,20,4,2,40,946
1,8,1,65,3,10,0,90
3,2,1,40,4,4,40,1251
1,2,2,65,1,10,0,0
1,3,1,60,3,1,0,864
4,10,2,40,4,2,3,66
1,4,2,55,3,5,45,1348
1,2,2,20,2,5,40,886
6,11,2,40,3,5,40,898
13,8,2,40,1,10,0,260
2,4,2,30,3,10,0,346
1,2,1,50,3,2,41.5,1524
12,2,2,15,1,10,0,0
1,4,2,65,1,10,0,477
1,10,1,40,3,1,70,2004
1,7,2,45,3,10,0,657
3,2,2,30,2,10,0,576
4,5,2,45,4,2,0,359
1,2,2,65,5,10,0,201
1,5,1,35,3,10,0,271
1,10,2,65,1,1,37,599
1,2,1,30,5,2,40,1468
1,2,2,20,2,10,0,324
12,2,1,20,2,8,40,792
1,8,1,65,1,2,37,1295
1,3,1,40,1,8,0,201
3,2,1,15,1,3,49,1119
1,8,2,60,1,10,0,477
1,5,1,65,1,10,0,401
1,4,2,60,3,4,30,842
1,8,1,60,3,2,8,343
3,2,2,15,1,10,0,4
1,3,2,30,3,1,15,660
1,1,2,50,3,2,40,1623
1,4,1,15,2,2,40,897
1,10,1,50,4,1,45,2028
4,2,2,30,3,10,0,281
1,10,2,30,4,2,38,1221
1,8,1,50,1,8,35,982
4,2,2,45,2,8,30,396
1,9,1,60,3,10,0,431
1,5,1,50,2,1,0,45
1,11,2,65,2,3,40,949
1,2,1,40,3,10,0,0
2,2,1,20,5,6,37.5,1065
